Date,Close
8/16/14,21.3
8/17/14,21.73
8/18/14,21.82
8/19/14,21.65
8/20/14,21.05
8/21/14,21.14
8/22/14,21.48
8/23/14,21.77
8/24/14,21.79
8/25/14,20.92
8/26/14,20.97
8/27/14,20.49
8/28/14,20.34
8/29/14,19.9
8/30/14,20.02
8/31/14,19.38
9/1/14,19.67
9/2/14,20.04
9/3/14,20.25
9/4/14,20.3
9/5/14,20.23
9/6/14,20.35
9/7/14,20.42
9/8/14,20.36
9/9/14,20.24
9/10/14,20.15
9/11/14,20.13
9/12/14,19.85
9/13/14,19.48
9/14/14,19.06
9/15/14,19.25
9/16/14,18.9
9/17/14,18.86
9/18/14,18.56
9/19/14,18.93
9/20/14,18.55
9/21/14,20.25
9/22/14,20.22
9/23/14,20.1
9/24/14,20.59
9/25/14,20.65
9/26/14,20.84
9/27/14,20.47
9/28/14,20.67
9/29/14,20.75
9/30/14,20.9
10/1/14,21.13
10/2/14,21.66
10/3/14,21.52
10/4/14,21.82
10/5/14,22.11
10/6/14,22.04
10/7/14,22.28
10/8/14,22.66
10/9/14,22.94
10/10/14,23.11
10/11/14,23.49
10/12/14,23.41
10/13/14,23.32
10/14/14,23.31
10/15/14,23.37
10/16/14,23.54
10/17/14,23.46
10/18/14,23.35
10/19/14,23.32
10/20/14,23.25
10/21/14,23.1
10/22/14,22.93
10/23/14,23.29
10/24/14,23.07
10/25/14,23.32
10/26/14,22.74
10/27/14,22.81
10/28/14,22.79
10/29/14,22.99
10/30/14,23.18
10/31/14,23.11
11/1/14,23.58
11/2/14,23.15
11/3/14,23.42
11/4/14,23.18
11/5/14,23.18
11/6/14,22.7
11/7/14,22.48
11/8/14,22.76
11/9/14,23.02
11/10/14,22.73
11/11/14,22.43
11/12/14,22.64
11/13/14,22.67
11/14/14,22.77
11/15/14,22.96
11/16/14,23
11/17/14,22.93
11/18/14,22.79
11/19/14,22.92
11/20/14,22.9
11/21/14,23.19
11/22/14,22.81
11/23/14,23.08
11/24/14,23.39
11/25/14,23.49
11/26/14,23.75
11/27/14,23.94
11/28/14,23.72
11/29/14,23.47
11/30/14,23.19
12/1/14,22.82
12/2/14,23.05
12/3/14,23.19
12/4/14,22.71
12/5/14,23.2
12/6/14,24.41
12/7/14,25.05
12/8/14,24.64
12/9/14,24.61
12/10/14,24.63
12/11/14,25.17
12/12/14,25.42
12/13/14,25.42
12/14/14,25.48
12/15/14,25.75
12/16/14,25.62
12/17/14,25.49
12/18/14,25.41
12/19/14,25.71
12/20/14,25.73
12/21/14,25.26
12/22/14,25.4
12/23/14,25.53
12/24/14,25.96
12/25/14,25.69
12/26/14,25.77
12/27/14,25.44
12/28/14,25.52
12/29/14,25.5
12/30/14,25.3
12/31/14,25.4
1/1/15,24.54
1/2/15,24.74
1/3/15,24.87
1/4/15,25.14
1/5/15,25.01
1/6/15,25.23
1/7/15,25.42
1/8/15,25.44
1/9/15,25.4
1/10/15,25.04
1/11/15,24.49
1/12/15,24.21
1/13/15,24.73
1/14/15,24.63
1/15/15,24.82
1/16/15,25.05
1/17/15,24.8
1/18/15,25.13
1/19/15,25.36
1/20/15,25.89
1/21/15,26.06
1/22/15,25.77
1/23/15,25.85
1/24/15,25.81
1/25/15,26.25
1/26/15,26.09
1/27/15,25.95
1/28/15,25.94
1/29/15,26.18
1/30/15,25.61
1/31/15,25.71
2/1/15,25.98
2/2/15,26.06
2/3/15,25.79
2/4/15,25.52
2/5/15,25.67
2/6/15,28.71
2/7/15,28.71
2/8/15,28.78
2/9/15,28.81
2/10/15,28.46
2/11/15,28.66
2/12/15,28.85
2/13/15,28.68
2/14/15,29.3
2/15/15,29.22
2/16/15,28.98
2/17/15,27.98
2/18/15,27.22
2/19/15,26.16
2/20/15,26.18
2/21/15,27.29
2/22/15,27.93
2/23/15,29.22
2/24/15,28.63
2/25/15,27.86
2/26/15,28.37
2/27/15,28.6
2/28/15,28.1
3/1/15,28.87
3/2/15,28.69
3/3/15,29.06
3/4/15,29.15
3/5/15,29.21
3/6/15,29.8
3/7/15,30.52
3/8/15,30.97
3/9/15,31.1
3/10/15,31.52
3/11/15,31.41
3/12/15,31.62
3/13/15,31.49
3/14/15,32.06
3/15/15,31.31
3/16/15,30.66
3/17/15,30.89
3/18/15,30.9
3/19/15,31.46
3/20/15,31.97
3/21/15,31.91
3/22/15,31.94
3/23/15,31.73
3/24/15,32.07
3/25/15,32.58
3/26/15,32.88
3/27/15,33.02
3/28/15,33.8
3/29/15,34.17
3/30/15,33.75
3/31/15,33.82
4/1/15,33.78
4/2/15,34.75
4/3/15,34.9
4/4/15,34.88
4/5/15,34.88
4/6/15,35.28
4/7/15,34.99
4/8/15,34.76
4/9/15,34.57
4/10/15,35.82
4/11/15,36.99
4/12/15,37.36
4/13/15,35
4/14/15,34.05
4/15/15,33.86
4/16/15,34.57
4/17/15,35.01
4/18/15,34.59
4/19/15,34.95
4/20/15,36.12
4/21/15,36.87
4/22/15,37.01
4/23/15,37.51
4/24/15,37.35
4/25/15,36.84
4/26/15,37.23
4/27/15,37.24
4/28/15,37.66
4/29/15,38.57
4/30/15,38.38
5/1/15,37.62
5/2/15,38.89
5/3/15,38.69
5/4/15,39.36
5/5/15,38.59
5/6/15,38.38
5/7/15,37.22
5/8/15,37.96
5/9/15,38.71
5/10/15,39.21
5/11/15,38.87
5/12/15,38.47
5/13/15,38.74
5/14/15,39.21
5/15/15,38.84
5/16/15,38.92
5/17/15,39.03
5/18/15,39.58
5/19/15,39.43
5/20/15,38.71
5/21/15,37.62
5/22/15,37.14
5/23/15,36.79
5/24/15,36.27
5/25/15,35.71
5/26/15,36.21
5/27/15,37.12
5/28/15,34.86
5/29/15,35.4
5/30/15,34.91
5/31/15,35.15
6/1/15,34.71
6/2/15,34.56
6/3/15,35.92
6/4/15,34.73
6/5/15,35.3
6/6/15,34.07
6/7/15,33.79
6/8/15,34.82
6/9/15,34.67
6/10/15,33.42
6/11/15,33.12
6/12/15,31.94
6/13/15,30.53
6/14/15,28.72
6/15/15,28.81
6/16/15,30.15
6/17/15,30.52
6/18/15,28.12
6/19/15,29.42
6/20/15,29.45
6/21/15,28.88
6/22/15,30.19
6/23/15,31.52
6/24/15,30.73
6/25/15,31.71
6/26/15,32.32
6/27/15,31.89
6/28/15,31.67
6/29/15,32.21
6/30/15,32.01
7/1/15,31.52
7/2/15,31.19
7/3/15,30.98
7/4/15,30.78
7/5/15,30.86
7/6/15,31.25
7/7/15,31.52
7/8/15,32.41
7/9/15,32.48
7/10/15,32.79
7/11/15,32.6
7/12/15,32.2
7/13/15,32.04
7/14/15,32.54
7/15/15,32.58
7/16/15,32.21
7/17/15,32.14
7/18/15,33.24
7/19/15,34.07
7/20/15,33.84
7/21/15,34.42
7/22/15,34.23
7/23/15,33.71
7/24/15,34
7/25/15,33.42
7/26/15,33.97
7/27/15,33.41
7/28/15,33.48
7/29/15,35.16
7/30/15,34.91
7/31/15,34.57
8/1/15,35.44
8/2/15,35.21
8/3/15,35.25
8/4/15,35.19
8/5/15,34.65
8/6/15,34.92
8/7/15,35.21
8/8/15,34.37
8/9/15,33.9
8/10/15,34.47
8/11/15,34.58
8/12/15,34.11
8/13/15,34.28
8/14/15,34.91
8/15/15,37.87
8/16/15,37.15
8/17/15,36.41
8/18/15,37.11
8/19/15,37.91
8/20/15,38.29
8/21/15,39.39
8/22/15,38.12
8/23/15,38.47
8/24/15,37.8
8/25/15,37.53
8/26/15,37.73
8/27/15,39.02
8/28/15,38.95
8/29/15,39.1
8/30/15,39.34
8/31/15,39.26
9/1/15,38.65
9/2/15,38.69
9/3/15,37.81
9/4/15,37.76
9/5/15,38.13
9/6/15,38.12
9/7/15,38.54
9/8/15,37.77
9/9/15,37.63
9/10/15,38.41
9/11/15,38.33
9/12/15,39.03
9/13/15,38.08
9/14/15,38.69
9/15/15,38.66
9/16/15,38.32
9/17/15,38.92
9/18/15,36.98
9/19/15,36.15
9/20/15,37.18
9/21/15,38.02
9/22/15,39.63
9/23/15,39.61
9/24/15,40.15
9/25/15,40.51
9/26/15,40.39
9/27/15,41.29
9/28/15,42.2
9/29/15,42.66
9/30/15,42.11
10/1/15,41.85
10/2/15,42.2
10/3/15,42.14
10/4/15,41.52
10/5/15,41.38
10/6/15,41.27
10/7/15,41.44
10/8/15,42.4
10/9/15,41.56
10/10/15,40.89
10/11/15,40.27
10/12/15,40.16
10/13/15,40.07
10/14/15,39.75
10/15/15,40.38
10/16/15,40.83
10/17/15,40.56
10/18/15,40.61
10/19/15,41.25
10/20/15,41.1
10/21/15,41.31
10/22/15,41.14
10/23/15,41.48
10/24/15,39.31
10/25/15,39.88
10/26/15,40.02
10/27/15,39.98
10/28/15,40.12
10/29/15,40.64
10/30/15,40.67
10/31/15,40.99
11/1/15,41.05
11/2/15,41.29
11/3/15,41.58
11/4/15,41.37
11/5/15,42.15
11/6/15,42.8
11/7/15,43.51
11/8/15,43.38
11/9/15,43.3
11/10/15,42.29
11/11/15,43.46
11/12/15,43.41
11/13/15,43.66
11/14/15,44.59
11/15/15,44.42
11/16/15,44.12
11/17/15,44.13
11/18/15,44.67
11/19/15,44.51
11/20/15,44.36
11/21/15,43.98
11/22/15,44.21
11/23/15,44.16
11/24/15,44.21
11/25/15,44.3
11/26/15,44.1
11/27/15,44.13
11/28/15,44.53
11/29/15,43.99
11/30/15,43.92
12/1/15,43.79
12/2/15,42.9
12/3/15,43.33
12/4/15,43.16
12/5/15,43.69
12/6/15,43.53
12/7/15,44.18
12/8/15,43.79
12/9/15,44.32
12/10/15,44.54
12/11/15,45.47
12/12/15,45.06
12/13/15,44.44
12/14/15,43.72
12/15/15,43.32
12/16/15,43.17
12/17/15,42.6
12/18/15,42.6
12/19/15,43.37
12/20/15,41.7
12/21/15,41.09
12/22/15,41.01
12/23/15,40.15
12/24/15,38.7
12/25/15,39.41
12/26/15,37.77
12/27/15,38.53
12/28/15,38.97
12/29/15,39.94
12/30/15,38.39
12/31/15,38.43
1/1/16,37.17
1/2/16,37.26
1/3/16,37.22
1/4/16,37.37
1/5/16,37.95
1/6/16,36.61
1/7/16,35.58
1/8/16,35.71
1/9/16,36.48
1/10/16,36.7
1/11/16,37.45
1/12/16,37.39
1/13/16,36.79
1/14/16,37.17
1/15/16,37.32
1/16/16,36.74
1/17/16,36.99
1/18/16,36.47
1/19/16,36.63
1/20/16,36.83
1/21/16,36.9
1/22/16,36.44
1/23/16,36.5
1/24/16,36.53
1/25/16,36.43
1/26/16,36.48
1/27/16,36.11
1/28/16,36.64
1/29/16,37.36
1/30/16,37.94
1/31/16,37.91
2/1/16,37.7
2/2/16,38.38
2/3/16,39.2
2/4/16,39.13
2/5/16,38.95
2/6/16,38.95
2/7/16,39.08
2/8/16,38.86
2/9/16,38.97
2/10/16,38.53
2/11/16,39.1
2/12/16,39.56
2/13/16,39.47
2/14/16,39.61
2/15/16,39.61
2/16/16,40.21
2/17/16,40.47
2/18/16,40.47
2/19/16,40.01
2/20/16,40.19
2/21/16,40.05
2/22/16,39.19
2/23/16,39.73
2/24/16,47.23
2/25/16,45.7
2/26/16,44.98
2/27/16,45.48
2/28/16,45.39
2/29/16,45.33
3/1/16,45.34
3/2/16,45.23
3/3/16,45.08
3/4/16,45.55
3/5/16,45.69
3/6/16,45.13
3/7/16,47.14
3/8/16,46.68
3/9/16,47.07
3/10/16,47.81
3/11/16,48.06
3/12/16,48.58
3/13/16,49.02
3/14/16,49.2
3/15/16,49.5
3/16/16,49.08
3/17/16,49.22
3/18/16,49.1
3/19/16,49.13
3/20/16,48.96
3/21/16,48.22
3/22/16,48.68
3/23/16,48.78
3/24/16,49.12
3/25/16,49.3
3/26/16,49.76
3/27/16,50.14
3/28/16,50.19
3/29/16,49.86
3/30/16,49.53
3/31/16,49.04
4/1/16,49.2
4/2/16,49.36
4/3/16,49.61
4/4/16,49.04
4/5/16,49.08
4/6/16,48.64
4/7/16,48.42
4/8/16,48.8
4/9/16,49.17
4/10/16,49.35
4/11/16,49.95
4/12/16,49.87
4/13/16,50.88
4/14/16,51.36
4/15/16,51.36
4/16/16,51.91
4/17/16,52.25
4/18/16,52.7
4/19/16,53.03
4/20/16,52.84
4/21/16,53.1
4/22/16,53.83
4/23/16,53.99
4/24/16,54.62
4/25/16,55.99
4/26/16,55.75
4/27/16,56.01
4/28/16,56.41
4/29/16,56.78
4/30/16,54.23
5/1/16,55.15
5/2/16,55.88
5/3/16,57.12
5/4/16,57.8
5/5/16,58.51
5/6/16,59.22
5/7/16,58.28
5/8/16,58.58
5/9/16,58.58
5/10/16,59.56
5/11/16,59.65
5/12/16,59.8
5/13/16,59.84
5/14/16,60.53
5/15/16,60.55
5/16/16,58.03
5/17/16,56.76
5/18/16,57.9
5/19/16,58.45
5/20/16,58.91
5/21/16,58.8
5/22/16,60.32
5/23/16,60.15
5/24/16,60.68
5/25/16,61.16
5/26/16,60.44
5/27/16,60.22
5/28/16,58.29
5/29/16,58.81
5/30/16,57.58
5/31/16,57.57
6/1/16,56.26
6/2/16,57.16
6/3/16,56.62
6/4/16,58.09
6/5/16,58.51
6/6/16,57.98
6/7/16,61.02
6/8/16,60.5
6/9/16,60.75
6/10/16,60.5
6/11/16,61.33
6/12/16,61.33
6/13/16,61.08
6/14/16,60.93
6/15/16,61.44
6/16/16,60.95
6/17/16,62.64
6/18/16,61.17
6/19/16,61.45
6/20/16,61.78
6/21/16,62.4
6/22/16,61.45
6/23/16,63.97
6/24/16,62.01
6/25/16,62.51
6/26/16,61.33
6/27/16,61.38
6/28/16,60.21
6/29/16,60.74
6/30/16,61.89
7/1/16,61.97
7/2/16,62.89
7/3/16,61.37
7/4/16,62.01
7/5/16,61.78
7/6/16,64.26
7/7/16,64.01
7/8/16,63.43
7/9/16,62.58
7/10/16,62.75
7/11/16,63.48
7/12/16,65.68
7/13/16,65.56
7/14/16,65.12
7/15/16,65.05
7/16/16,64
7/17/16,65.83
7/18/16,64.93
7/19/16,66.16
7/20/16,66.09
7/21/16,65.4
7/22/16,65.17
7/23/16,65
7/24/16,64.2
7/25/16,64.31
7/26/16,65
7/27/16,64.11
7/28/16,63.9
7/29/16,62.14
7/30/16,61.76
7/31/16,63.09
8/1/16,63.54
8/2/16,64.51
8/3/16,63.39
8/4/16,63.45
8/5/16,62.63
8/6/16,63.09
8/7/16,63.25
8/8/16,61.18
8/9/16,61.45
8/10/16,61.36
8/11/16,62.05
8/12/16,61.08
8/13/16,61.48
8/14/16,61.66
8/15/16,61.5
8/16/16,61.99
8/17/16,62.63
8/18/16,61.46
8/19/16,62.73
8/20/16,61.81
8/21/16,62.06
8/22/16,64.14
8/23/16,65.3
8/24/16,65.49
8/25/16,65.33
8/26/16,65.45
8/27/16,63.2
8/28/16,60.87
8/29/16,60.96
8/30/16,64.55
8/31/16,63.31
9/1/16,63
9/2/16,63.62
9/3/16,64.03
9/4/16,62.89
9/5/16,64.13
9/6/16,64.1
9/7/16,63.93
9/8/16,64.5
9/9/16,65.14
9/10/16,66.03
9/11/16,65.74
9/12/16,65.97
9/13/16,62.01
9/14/16,62.4
9/15/16,61.96
9/16/16,58.6
9/17/16,59.55
9/18/16,60.75
9/19/16,61.57
9/20/16,62.43
9/21/16,63.17
9/22/16,64.4
9/23/16,64.6
9/24/16,65.03
9/25/16,66.73
9/26/16,66.01
9/27/16,64.9
9/28/16,64.38
9/29/16,65.08
9/30/16,64.51
10/1/16,63.45
10/2/16,63.34
10/3/16,63.4
10/4/16,63.32
10/5/16,64.31
10/6/16,65.31
10/7/16,64.66
10/8/16,66.37
10/9/16,66.63
10/10/16,66.19
10/11/16,66.83
10/12/16,69.24
10/13/16,70.36
10/14/16,68.71
10/15/16,70.36
10/16/16,69.8
10/17/16,70.57
10/18/16,71.3
10/19/16,71.55
10/20/16,70.08
10/21/16,70.82
10/22/16,72.52
10/23/16,72.45
10/24/16,71.61
10/25/16,74.13
10/26/16,73.35
10/27/16,71.42
10/28/16,67.98
10/29/16,69.7
10/30/16,69.46
10/31/16,65.83
11/1/16,67.08
11/2/16,68.32
11/3/16,68.03
11/4/16,69.65
11/5/16,71.99
11/6/16,70.19
11/7/16,70.84
11/8/16,70.22
11/9/16,69.49
11/10/16,72.07
11/11/16,73.16
11/12/16,72.61
11/13/16,73.13
11/14/16,72.01
11/15/16,74.01
11/16/16,75.1
11/17/16,73.92
11/18/16,74.07
11/19/16,76.81
11/20/16,78.22
11/21/16,76.86
11/22/16,75.93
11/23/16,74.22
11/24/16,73.38
11/25/16,71.68
11/26/16,71.05
11/27/16,71.37
11/28/16,71.61
11/29/16,69.76
11/30/16,68.04
12/1/16,70.08
12/2/16,66.29
12/3/16,65.97
12/4/16,67.46
12/5/16,65.09
12/6/16,65.48
12/7/16,66.27
12/8/16,66.53
12/9/16,64.56
12/10/16,65.77
12/11/16,66.52
12/12/16,65.85
12/13/16,67.22
12/14/16,65.88
12/15/16,66.56
12/16/16,68.28
12/17/16,68.69
12/18/16,67.68
12/19/16,66.3
12/20/16,66.23
12/21/16,65.34
12/22/16,64.82
12/23/16,66.34
12/24/16,65.79
12/25/16,66.35
12/26/16,67.8
12/27/16,68.39
12/28/16,66.82
12/29/16,69.84
12/30/16,70.37
12/31/16,69.61
1/1/17,71.31
1/2/17,72.9
1/3/17,71.7
1/4/17,71.7
1/5/17,70.17
1/6/17,70.33
1/7/17,71.66
1/8/17,71.99
1/9/17,71.45
1/10/17,71.35
1/11/17,71.74
1/12/17,70.8
1/13/17,71.46
1/14/17,70.64
1/15/17,70.69
1/16/17,70.91
1/17/17,73.03
1/18/17,72.79
1/19/17,72.77
1/20/17,74.79
1/21/17,73.95
1/22/17,74.29
1/23/17,75
1/24/17,75.94
1/25/17,76.67
1/26/17,77.71
1/27/17,77.41
1/28/17,77.87
1/29/17,77.24
1/30/17,76.84
1/31/17,76.05
2/1/17,75.98
2/2/17,74.7
2/3/17,75.27
2/4/17,73.42
2/5/17,76.01
2/6/17,76.32
2/7/17,77.28
2/8/17,75.88
2/9/17,76.19
2/10/17,77.19
2/11/17,76.84
2/12/17,76.19
2/13/17,78.61
2/14/17,81.37
2/15/17,81.5
2/16/17,80.23
2/17/17,80.95
2/18/17,81.27
2/19/17,80.61
2/20/17,79.65
2/21/17,79.75
2/22/17,78.41
2/23/17,79.45
2/24/17,77.65
2/25/17,75.36
2/26/17,72.75
2/27/17,73.42
2/28/17,73.08
3/1/17,74.06
3/2/17,71.32
3/3/17,70.57
3/4/17,70.23
3/5/17,70.01
3/6/17,70.5
3/7/17,70.61
3/8/17,70.52
3/9/17,71.29
3/10/17,69.31
3/11/17,69.69
3/12/17,69.15
3/13/17,68.93
3/14/17,69.66
3/15/17,71.43
3/16/17,71.17
3/17/17,74.09
3/18/17,74.09
3/19/17,74
3/20/17,74.91
3/21/17,74.1
3/22/17,72.1
3/23/17,72.98
3/24/17,71.65
3/25/17,71.96
3/26/17,73.57
3/27/17,74.26
3/28/17,79.5
3/29/17,80.52
3/30/17,80.43
3/31/17,81.27
4/1/17,78.88
4/2/17,79.63
4/3/17,79.58
4/4/17,80.65
4/5/17,80.29
4/6/17,80.6
4/7/17,80.53
4/8/17,81.57
4/9/17,82.87
4/10/17,83.19
4/11/17,83.28
4/12/17,83.39
4/13/17,83.02
4/14/17,80.36
4/15/17,79.59
4/16/17,77.63
4/17/17,77.64
4/18/17,73.58
4/19/17,73.85
4/20/17,77.92
4/21/17,75.67
4/22/17,78.73
4/23/17,78.3
4/24/17,71.81
4/25/17,69.75
4/26/17,69.78
4/27/17,68.98
4/28/17,67.25
4/29/17,70.32
4/30/17,68.84
5/1/17,65.22
5/2/17,67.48
5/3/17,69.05
5/4/17,69.32
5/5/17,68.99
5/6/17,64.34
5/7/17,64.25
5/8/17,65.09
5/9/17,62.79
5/10/17,55.01
5/11/17,53.89
5/12/17,52.55
5/13/17,51.6
5/14/17,53.56
5/15/17,50.94
5/16/17,49.14
5/17/17,49.26
5/18/17,50.85
5/19/17,50.05
5/20/17,50.91
5/21/17,50.75
5/22/17,51.02
5/23/17,52.56
5/24/17,49.88
5/25/17,46.6
5/26/17,46.52
5/27/17,48.15
5/28/17,47.23
5/29/17,47.88
5/30/17,48.2
5/31/17,48.45
6/1/17,48.51
6/2/17,47.75
6/3/17,47.08
6/4/17,47.32
6/5/17,46.33
6/6/17,47.05
6/7/17,45.85
6/8/17,43.99
6/9/17,46.42
6/10/17,47.04
6/11/17,46.8
6/12/17,46.57
6/13/17,47.03
6/14/17,45.36
6/15/17,47.17
6/16/17,48.5
6/17/17,49.97
6/18/17,50.83
6/19/17,51.35
6/20/17,46.54
6/21/17,47.29
6/22/17,46.84
6/23/17,47.13
6/24/17,47.38
6/25/17,48.65
6/26/17,47.06
6/27/17,46.02
6/28/17,47.27
6/29/17,47.8
6/30/17,46.74
7/1/17,45.73
7/2/17,46.31
7/3/17,47.24
7/4/17,46.01
7/5/17,46.78
7/6/17,47.84
7/7/17,43
7/8/17,43.96
7/9/17,43.41
7/10/17,40.11
7/11/17,41.67
7/12/17,44.57
7/13/17,45.43
7/14/17,44.6
7/15/17,44.48
7/16/17,42.78
7/17/17,41.9
7/18/17,41.5
7/19/17,41.96
7/20/17,42.08
7/21/17,41.79
7/22/17,42.14
7/23/17,42.84
7/24/17,41.79
7/25/17,41.88
7/26/17,42.56
7/27/17,41.42
7/28/17,42.03
7/29/17,42.92
7/30/17,42.63
7/31/17,43.7
8/1/17,43.32
8/2/17,44.63
8/3/17,44.97
8/4/17,46.42
8/5/17,46.16
8/6/17,48.6
8/7/17,46.87
8/8/17,46.98
8/9/17,46.43
8/10/17,45.52
8/11/17,45.62
8/12/17,45.53
8/13/17,47.12
8/14/17,47.46
8/15/17,47.65
8/16/17,46.96
8/17/17,47.29
8/18/17,47.57
8/19/17,47.01
8/20/17,47.86
8/21/17,47.17
8/22/17,47.28
8/23/17,45.75
8/24/17,45.06
8/25/17,44.98
8/26/17,45.31
8/27/17,45.34
8/28/17,46.51
8/29/17,46.75
8/30/17,47.41
8/31/17,48.15
9/1/17,48.4
9/2/17,48.21
9/3/17,48.56
9/4/17,49.55
9/5/17,47.15
9/6/17,48.16
9/7/17,46.68
9/8/17,46.82
9/9/17,46.64
9/10/17,46.02
9/11/17,43.41
9/12/17,44.7
9/13/17,46.28
9/14/17,47.29
9/15/17,46.39
9/16/17,43.61
9/17/17,43.45
9/18/17,42.91
9/19/17,42.19
9/20/17,42.29
9/21/17,43.5
9/22/17,43.99
9/23/17,43.56
9/24/17,43.37
9/25/17,42.38
9/26/17,43.61
9/27/17,44.52
9/28/17,44.08
9/29/17,45.38
9/30/17,46.01
10/1/17,46.7
10/2/17,45.09
10/3/17,46.05
10/4/17,45.62
10/5/17,45.07
10/6/17,45.77
10/7/17,45.33
10/8/17,45.67
10/9/17,45.91
10/10/17,47.15
10/11/17,46.2
10/12/17,46.73
10/13/17,47.28
10/14/17,47.2
10/15/17,47.5
10/16/17,47.98
10/17/17,48.66
10/18/17,48.15
10/19/17,46.47
10/20/17,46.37
10/21/17,46.84
10/22/17,47.34
10/23/17,47.2
10/24/17,47.66
10/25/17,46.99
10/26/17,46.68
10/27/17,45.72
10/28/17,45.14
10/29/17,45.57
10/30/17,45.92
10/31/17,46.86
11/1/17,47.19
